GPUID:110-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,24,& turns:17 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:111-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-19,& turns:18 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:112-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-4,& turns:21 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:113-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-18,& turns:18 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:114-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-17,& turns:12 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:115-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,24,& turns:13 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:116-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-10,& turns:18 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:117-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-18,& turns:14 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:118-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-14,& turns:18 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:119-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-11,& turns:18 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:12-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,26,& turns:13 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:120-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-18,& turns:16 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:121-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-10,& turns:18 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:03
GPUID:122-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-9,& turns:20 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:123-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,25,& turns:13 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:124-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,19,& turns:17 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:125-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-4,& turns:18 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:126-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,8,& turns:13 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:127-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,3,& turns:17 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:128-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-9,& turns:17 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:129-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,3,& turns:17 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:13-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-5,& turns:20 and average time of game (hh:mm:ss) = 00:00:05Time taken:00:00:05
GPUID:130-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,28,& turns:13 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:131-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,17,& turns:17 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:132-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-14,& turns:20 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:133-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,3,& turns:19 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:134-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,30,& turns:13 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:135-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,22,& turns:11 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:136-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-4,& turns:16 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:137-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,23,& turns:13 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:138-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,26,& turns:11 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:139-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,33,& turns:11 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:14-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-13,& turns:21 and average time of game (hh:mm:ss) = 00:00:05Time taken:00:00:05
GPUID:140-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-2,& turns:16 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:141-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-18,& turns:18 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:142-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-10,& turns:26 and average time of game (hh:mm:ss) = 00:00:05Time taken:00:00:05
GPUID:143-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,31,& turns:13 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:144-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,28,& turns:9 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:145-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,22,& turns:15 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:146-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,23,& turns:17 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:147-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,3,& turns:17 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:148-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-12,& turns:18 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:149-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,25,& turns:13 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:15-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-12,& turns:21 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:150-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-23,& turns:14 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:151-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-18,& turns:18 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:152-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,30,& turns:15 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:153-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,22,& turns:13 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:154-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-16,& turns:17 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:155-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-18,& turns:16 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:156-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-8,& turns:16 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:157-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,9,& turns:17 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:158-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-18,& turns:18 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:159-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-18,& turns:18 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:16-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,15,& turns:15 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:160-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,28,& turns:13 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:161-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-25,& turns:10 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:162-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,12,& turns:17 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:163-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,23,& turns:13 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:164-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-17,& turns:18 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:165-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,14,& turns:17 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:166-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,22,& turns:15 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:167-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-8,& turns:18 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:168-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-18,& turns:16 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:169-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,31,& turns:11 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:17-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-12,& turns:21 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:170-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,17,& turns:15 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:171-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-18,& turns:16 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:172-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,30,& turns:9 and average time of game (hh:mm:ss) = 00:00:00Time taken:00:00:00
GPUID:173-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,23,& turns:13 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:174-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,26,& turns:13 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:175-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,11,& turns:15 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:176-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,22,& turns:13 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:177-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-7,& turns:19 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:178-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-16,& turns:18 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:179-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-14,& turns:14 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:18-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-13,& turns:21 and average time of game (hh:mm:ss) = 00:00:05Time taken:00:00:05
GPUID:180-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-15,& turns:16 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:181-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,13,& turns:17 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:182-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,18,& turns:13 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:183-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-11,& turns:18 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:184-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-12,& turns:19 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:185-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-8,& turns:20 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:186-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,23,& turns:11 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:187-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-6,& turns:20 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:188-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-4,& turns:18 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:189-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-10,& turns:19 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:19-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,29,& turns:13 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:190-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-10,& turns:18 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:191-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-4,& turns:18 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:192-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,28,& turns:11 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:193-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-20,& turns:14 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:194-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,13,& turns:15 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:195-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,17,& turns:15 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:196-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-12,& turns:16 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:197-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,24,& turns:13 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:198-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,10,& turns:15 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:199-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-9,& turns:18 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:2-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-10,& turns:19 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:20-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-5,& turns:18 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:21-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,20,& turns:15 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:22-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-17,& turns:16 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:23-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-18,& turns:16 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:24-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-3,& turns:20 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:25-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,8,& turns:15 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:26-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-13,& turns:16 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:27-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,23,& turns:17 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:28-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,20,& turns:11 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:29-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,26,& turns:13 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:3-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,15,& turns:15 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:30-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-6,& turns:18 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:31-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,19,& turns:15 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:32-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,22,& turns:13 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:33-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,26,& turns:13 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:34-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-16,& turns:16 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:35-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-19,& turns:14 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:36-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-20,& turns:15 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:37-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,30,& turns:11 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:38-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,19,& turns:15 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:39-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,22,& turns:17 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:4-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-8,& turns:18 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:40-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,21,& turns:13 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:41-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,25,& turns:13 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:42-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,32,& turns:9 and average time of game (hh:mm:ss) = 00:00:00Time taken:00:00:00
GPUID:43-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-8,& turns:18 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:44-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-16,& turns:17 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:45-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-20,& turns:16 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:46-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,26,& turns:11 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:47-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-16,& turns:16 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:48-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,23,& turns:13 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:49-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-20,& turns:16 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:5-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,30,& turns:13 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:50-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-8,& turns:18 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:51-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-8,& turns:18 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:52-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-8,& turns:18 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:53-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-8,& turns:18 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:54-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,20,& turns:15 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:55-0 Game Deck:0: Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:,18,& turns:17 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:56-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-6,& turns:20 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:57-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-17,& turns:18 and average time of game (hh:mm:ss) = 00:00:04Time taken:00:00:04
GPUID:58-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-8,& turns:14 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:59-0 Game Deck:0: Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:,-8,& turns:14 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
